idx,upstream_label,upstream_confidence,canonical_binomial,event_time_utc,bioclip_top1,bioclip_top1_score,bioclip_topk_json,agreement_flag,cross_check_status,resolution_basis,matched_rank,taxonomic_distance,bioclip_top1_kingdom,bioclip_top1_class,bioclip_top1_order,bioclip_top1_family,bioclip_top1_genus,agreement_rationale,vlm_description
258,ColumbaPalumbus,0.92,Columba palumbus,2026-07-03T10:13:56+00:00,Cuphophyllus canescens,0.13987895846366882,"[[""Cuphophyllus canescens"", 0.13987895846366882], [""Hygrocybe psittacina"", 0.09397551417350769], [""Haemophilus influenzae"", 0.04853331297636032], [""Macrolepiota excoriata"", 0.03798641636967659], [""Porphyrio hochstetteri"", 0.03301985561847687]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Cuphophyllus canescens' is a different taxon (non_animal)","The image shows a wildlife camera that has captured a photo of an urban scene. In the foreground, there's a birdhouse with a few birds perched inside it. On the right side of the image, there's a small metal object with several circular holes. Surrounding this object are a few plants and some fallen leaves, indicating the photo might have been taken in autumn. The background shows a grassy area, and there appears to be a building or fence on the left side of the frame, suggesting the camera is placed in someone's backyard or a similar outdoor setting. There's also a timestamp on the image that reads ""Fri, Feb 24, 8:15 AM"" with a clock indicating the time as 8:15 AM. Additionally, there are labels indicating the presence of birds and a camera ID."
259,ColumbaPalumbus,0.95,Columba palumbus,2026-07-03T10:17:39+00:00,Macrolepiota excoriata,0.12241688370704651,"[[""Macrolepiota excoriata"", 0.12241688370704651], [""Cortinarius moenne-loccozii"", 0.07124895602464676], [""Hygrocybe psittacina"", 0.05542866140604019], [""Hylaeothemis indica"", 0.05314583703875542], [""Cuphophyllus canescens"", 0.045210398733615875]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Agaricaceae,Macrolepiota,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Macrolepiota excoriata' is a different taxon (non_animal)","The image appears to be a screenshot from a wildlife camera's monitor displaying a photograph of an outdoor scene captured by the camera. In the center of the image, there are multiple bird feeders with different types of birds perched on them. One bird is noticeable due to its size and position, seemingly interacting with one of the feeders. The background shows a grassy area under a blue sky with scattered clouds. There's no visible text within the image that provides additional context or information about the location or time the photo was taken. The overall quality of the image suggests it may have been taken during the day, and the camera is aimed at the ground, capturing the birds from an elevated angle."
260,ColumbaPalumbus,0.65,Columba palumbus,2026-07-03T11:59:54+00:00,Cuphophyllus canescens,0.2222265750169754,"[[""Cuphophyllus canescens"", 0.2222265750169754], [""Oryctolagus cuniculus domesticus"", 0.032012514770030975], [""Mazus pumilus"", 0.02811773307621479], [""Hygrocybe psittacina"", 0.025875667110085487], [""Porphyrio hochstetteri"", 0.021990111097693443]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Cuphophyllus canescens' is a different taxon (non_animal)","The image displays a backyard scene from a security camera with timestamp at the top indicating it was taken ""Fri, Mar 31, 2023, 6:47 AM."" There are two cats visible in the image; one is on the left side of the frame and appears to be looking towards something off-camera, while the other cat is standing on a patio table in the center of the photo. Both cats have their ears perked up, suggesting they might be alert to something out of frame. The background shows a fenced yard with bare ground, indicating it might be late winter or early spring when vegetation has not yet fully grown back. In the lower right corner, there's an overlaid text that reads ""Columbus 64105 7:28AM."" This could indicate the location of the property where the camera is installed. There are also some small objects on the ground near the cats that resemble birdseed or feeders. The image has a grainy quality, which is typical for security camera footage."
261,ColumbaPalumbus,0.96,Columba palumbus,2026-07-03T15:16:10+00:00,Branta canadensis,0.09976092725992203,"[[""Branta canadensis"", 0.09976092725992203], [""Passer domesticus"", 0.09959837049245834], [""Apus apus"", 0.08454948663711548], [""Chaetura pelagica"", 0.06643926352262497], [""Anas platyrhynchos domestica"", 0.0642213374376297]]",disagree,evaluable,unresolved_prediction,none,same_class,Animalia,Aves,Anseriformes,Anatidae,Branta,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Branta canadensis' is a different taxon (same_class)","The image shows a camera-trap setup outdoors. In the center of the frame, there's a bird feeder with multiple openings, suggesting it's designed for a variety of bird species to access food simultaneously. To the left of the feeder, there is a hanging basket with a metal hook and chain attached to a pole or post, likely used for additional feeders or decorations. The area around the feeder appears to be covered in grass, and there are scattered items on the ground that seem to be seeds or bird food.

The background shows a wooden fence, indicating that this setup might be located in someone's backyard or garden. The lighting suggests it is daytime with natural light illuminating the scene. There are no birds visible in the image; only the feeder and its surroundings are visible. In the lower right corner of the image, there is a watermark with text that includes ""CUMULUSPOLITA 0.65"" which could be referencing a specific version or model of the camera-trap device used to capture this image."
262,ColumbaPalumbus,0.86,Columba palumbus,2026-07-03T16:49:57+00:00,Hygrocybe psittacina,0.19467510282993317,"[[""Hygrocybe psittacina"", 0.19467510282993317], [""Poa pratensis"", 0.11113768815994263], [""Isachne myosotis"", 0.08506639301776886], [""Cenchrus clandestinus"", 0.058025848120450974], [""Lepista nuda"", 0.041454728692770004]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Hygrocybe psittacina' is a different taxon (non_animal)","The image shows a backyard scene captured by a motion-activated camera trap. In the foreground, there's a grassy area with some small plants or flowers, a few bird feeders hanging from a post, and what appears to be a metal garden tool. The background is slightly blurred due to the focus on the foreground, but it looks like an outdoor area with some objects that resemble bird feeders, possibly indicating the presence of birds in the yard. There are no visible animals or humans in this particular image, just the aftermath of their activities as suggested by the bird feeders and possibly a few birdseed spills on the ground. The timestamp at the top indicates the photo was taken at 6:07 PM."
263,ColumbaPalumbus,0.96,Columba palumbus,2026-07-03T18:47:51+00:00,Columba oenas,0.25784188508987427,"[[""Columba oenas"", 0.25784188508987427], [""Columba palumbus"", 0.22513402998447418], [""Ectopistes migratorius"", 0.08123574405908585], [""Columba fasciata"", 0.05504050478339195], [""Anas platyrhynchos domestica"", 0.047790203243494034]]",disagree,evaluable,unresolved_prediction,none,same_genus,Animalia,Aves,Columbiformes,Columbidae,Columba,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Columba oenas' is a different taxon (same_genus)","The image is a screenshot of a wildlife camera trap photo, which shows a bird feeder in an outdoor setting. A small black and brown bird is perched on the feeder, facing towards the left side of the image. In the background, there's a grassy area with sparse vegetation and what appears to be a metal fence in the upper right corner. The sky is overcast, suggesting it might be a cloudy day. At the bottom right corner of the image, there's text that reads ""Columbus 0.98"" which likely indicates the location where this photo was taken, or could refer to the name of the bird feeder model. Additionally, there is a numerical value ""3171878,"" which might be an identifier for the camera trap device or the specific picture in a series."
264,ColumbaPalumbus,0.92,Columba palumbus,2026-07-04T06:30:22+00:00,Chaetura pelagica,0.18643710017204285,"[[""Chaetura pelagica"", 0.18643710017204285], [""Tachycineta bicolor"", 0.11694517731666565], [""Hirundo rustica"", 0.08030451834201813], [""Delichon urbicum"", 0.07165040820837021], [""Apus apus"", 0.05359432473778725]]",disagree,evaluable,unresolved_prediction,none,same_class,Animalia,Aves,,Apodidae,Chaetura,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Chaetura pelagica' is a different taxon (same_class)","The image depicts a backyard scene captured by a wildlife camera trap. At the center of the photo, there is a bird feeder containing seeds. The feeder is surrounded by a few bird feeders and a metal pole on which the main feeder is mounted. In front of these feeding stations, the lawn appears to be dry with some patches of grass, indicating it may not have rained recently or that it could be late summer or early autumn. In the background, there is a privacy fence, partially obscured by foliage. The sky is overcast, and no wildlife is visible in this particular frame of the video footage. There are no texts or distinctive objects in the image to provide additional context or information about the location or time."
265,ColumbaPalumbus,0.92,Columba palumbus,2026-07-04T06:31:29+00:00,Anas superciliosa rogersi,0.23379263281822205,"[[""Anas superciliosa rogersi"", 0.23379263281822205], [""Anas platyrhynchos domestica"", 0.11615747958421707], [""Passer domesticus"", 0.07394693046808243], [""Chaetura pelagica"", 0.04635290056467056], [""Apus apus"", 0.040472228080034256]]",disagree,evaluable,unresolved_prediction,none,same_class,Animalia,Aves,Anseriformes,Anatidae,Anas,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Anas superciliosa rogersi' is a different taxon (same_class)","The image shows a backyard scene during the daytime. In the foreground, there is a birdhouse mounted on a pole with several bird feeders hanging from it. A few bird seeds are scattered on the ground nearby.

A black metal feeder cage is positioned in front of the birdhouse, and there's an assortment of birdseed spread across its surface. The grass appears to be lush and green, suggesting it's in a season like spring or summer.

There are no visible birds or other animals within the frame. In the background, the top part of a wire mesh fence is just visible above the yard. The setting seems quiet and peaceful, with no signs of human activity other than the bird feeders. There are no texts or distinctive marks on the image that indicate any specific location or context beyond what has been described."
266,ColumbaPalumbus,0.95,Columba palumbus,2026-07-04T06:59:32+00:00,Poa pratensis,0.1079358458518982,"[[""Poa pratensis"", 0.1079358458518982], [""Psilocybe cyanescens"", 0.10490013659000397], [""Psilocybe ovoideocystidiata"", 0.08312350511550903], [""Calvatia gigantea"", 0.07760623097419739], [""Botrytis gigantea"", 0.07484230399131775]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,,Poales,Poaceae,Poa,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Poa pratensis' is a different taxon (non_animal)","The image shows a bird feeder in the foreground with several small metal bird feeders on it. There is a lush green lawn in the background and a black pole with numerous bird feeders attached to it. A wooden sign with the words ""Columbia Pioneer 02"" is visible, suggesting that this could be a park or nature reserve. The sky is overcast, indicating cloudy weather conditions. There is a watermark on the image that reads ""ColumbiaPioneer 02,"" and the green grass is noticeable in the background. The photo seems to have been taken with a wildlife camera during the daytime, as suggested by the visibility of colors and the natural outdoor setting."
267,ColumbaPalumbus,0.85,Columba palumbus,2026-07-04T08:54:30+00:00,Quiscalus quiscula,0.24122120440006256,"[[""Quiscalus quiscula"", 0.24122120440006256], [""Sciurus carolinensis"", 0.1121271476149559], [""Buteo pennsylvanicus"", 0.08851515501737595], [""Branta canadensis"", 0.061507560312747955], [""Quercus palustris"", 0.04623172804713249]]",disagree,evaluable,unresolved_prediction,none,same_class,Animalia,Aves,Passeriformes,Icteridae,Quiscalus,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Quiscalus quiscula' is a different taxon (same_class)","The image shows a birdhouse in a yard with a green lawn, and there are no birds present in the house at the time of the photo. In the foreground, on the ground, there is a black bird perched among what appears to be food or seeds, possibly for the birds. In the background, there is a garden hose coiled up. The text ""Columbus"" and a number are visible overlaid on the image, suggesting that this might be part of a surveillance system with a camera named ""Columbus"" at a specific location marked as 68. There's also a watermark on the photo indicating it may have been taken by a security or monitoring service. The setting is outdoors in what looks like a residential area, and there are no other birds or animals visible in the image."
268,ColumbaPalumbus,0.96,Columba palumbus,2026-07-04T08:55:34+00:00,Quiscalus quiscula,0.1268550008535385,"[[""Quiscalus quiscula"", 0.1268550008535385], [""Aix sponsa"", 0.10001235455274582], [""Sciurus carolinensis"", 0.09236390143632889], [""Quercus alba"", 0.05253570154309273], [""Branta canadensis"", 0.0473455972969532]]",disagree,evaluable,unresolved_prediction,none,same_class,Animalia,Aves,Passeriformes,Icteridae,Quiscalus,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Quiscalus quiscula' is a different taxon (same_class)","The image appears to be a photograph of an outdoor scene captured by a camera trap. It shows a grassy area with a bird feeder positioned on the left side. There are several small birds perched around the feeder, and one bird is actively feeding from it. In the foreground, a single blue bird is visible in mid-flight over the grass. On the right side of the image, there's a black metal lamppost with no light installed. The setting suggests an urban or suburban backyard during daylight hours, as indicated by the shadows and lighting conditions. There are no visible texts or distinguishing marks on the objects in the scene that would provide additional context."
269,ColumbaPalumbus,0.73,Columba palumbus,2026-07-04T10:14:51+00:00,Passer domesticus,0.08868933469057083,"[[""Passer domesticus"", 0.08868933469057083], [""Poa pratensis"", 0.06066931039094925], [""Homo sapiens"", 0.05718104913830757], [""Sciurus carolinensis"", 0.03955545648932457], [""Psilocybe ovoideocystidiata"", 0.036615557968616486]]",disagree,evaluable,no_taxonomic_match,none,same_class,Animalia,Aves,Passeriformes,Passeridae,Passer,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP 'Passer domesticus' -> Passer domesticus (same_class)","The image shows a backyard scene with a metal pole standing in the middle. Attached to this pole are several bird feeders and perches, one of which appears to have a bird on it. A few small birds can be seen around the feeders, interacting with them or perched nearby. The ground is covered with grass, and there's a hint of a fence in the background. There's a watermark text ""Cryptomnes8 0.2"" at the bottom left corner, indicating that this image may have been processed by an AI system named Cryptomnes8 version 0.2, which is typically used for recognizing objects and their locations within an image."
270,ColumbaPalumbus,0.85,Columba palumbus,2026-07-04T10:22:08+00:00,Lepista nuda,0.09545480459928513,"[[""Lepista nuda"", 0.09545480459928513], [""Anas platyrhynchos domestica"", 0.08396203070878983], [""Coturnix coturnix"", 0.06181838735938072], [""Anas crecca"", 0.043411701917648315], [""Anas querquedula"", 0.041838306933641434]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Tricholomataceae,Lepista,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Lepista nuda' is a different taxon (non_animal)","The image appears to be a screenshot of a camera trap's display screen showing a photo taken by the device. In the photo, there are several birds captured at different angles and positions, including some sitting on the ground or perching on objects, all within what looks like a park setting with grassy areas, a fence, and trees in the background. The photo is timestamped with ""9:05:20"" and the date ""Fri Mar 13 2020,"" indicating when it was taken. There are two pieces of text overlaid on the image; one says ""Cubby_086"" in a blue box, suggesting that this photo may be associated with a specific location or identifier in the camera trap system. The other text is too small to read clearly and appears at the bottom right corner of the image."
271,ColumbaPalumbus,0.9,Columba palumbus,2026-07-04T11:48:42+00:00,Poa pratensis,0.08419429510831833,"[[""Poa pratensis"", 0.08419429510831833], [""Cryptococcus neoformans"", 0.05831000953912735], [""Rana catesberana"", 0.037378955632448196], [""Poa glaberrima"", 0.033895935863256454], [""Poa gymnantha"", 0.03164629265666008]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,,Poales,Poaceae,Poa,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Poa pratensis' is a different taxon (non_animal)","The image shows a small birdhouse with two bird feeders in front of it. The birdhouse has perches on its sides and is placed on a grassy surface. There are three bird species visible: the top right corner features a white and blue bird, which appears to be a parrot; the lower left corner has a grey bird, likely a sparrow or finch; and there's a greenish-blue bird in the middle, which is also a parrot. The time stamp on the image indicates it was taken at 1:03 PM, and the camera is facing southeast. There are no people or other animals visible in this shot."
272,CorvusCorone,0.71,Corvus corone,2026-07-04T11:50:46+00:00,Corvus brachyrhynchos,0.5701501369476318,"[[""Corvus brachyrhynchos"", 0.5701501369476318], [""Quiscalus quiscula"", 0.2002614289522171], [""Quiscalus purpureus"", 0.042069412767887115], [""Cathartes aura"", 0.041990287601947784], [""Corvus corax"", 0.023266104981303215]]",disagree,evaluable,unresolved_prediction,none,same_genus,Animalia,Aves,Passeriformes,Corvidae,Corvus,"upstream 'CorvusCorone' -> Corvus corone, but BioCLIP's top-1 'Corvus brachyrhynchos' is a different taxon (same_genus)","In the image, there is a black birdhouse in the foreground with two birds perched on it. The background features a grassy area and a wooden fence can be seen partially behind the birds. The sky is overcast. There are no visible texts or distinctive markings that provide additional context about the location or the situation captured by the camera-trap."
273,ColumbaPalumbus,0.66,Columba palumbus,2026-07-04T11:52:51+00:00,Homo sapiens,0.07637057453393936,"[[""Homo sapiens"", 0.07637057453393936], [""Poa pratensis"", 0.07274693250656128], [""Psilocybe ovoideocystidiata"", 0.05237676575779915], [""Branta canadensis"", 0.04755425080657005], [""Malus domestica"", 0.0388604998588562]]",disagree,evaluable,unresolved_prediction,none,other_animal,Animalia,Mammalia,Primates,Hominidae,Homo,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Homo sapiens' is a different taxon (other_animal)","The image is a photograph of a wildlife camera trap, likely taken in a backyard environment. There are several birds in the frame, perched on various branches or posts. The bird at the center appears to be looking towards the camera. In the foreground, there's a black metal feeder with multiple small bowls attached to it, possibly for holding bird food. The setting is outdoors and looks like a suburban garden area with green grass and some scattered debris on the ground, which might have fallen from nearby trees or plants. There are no texts visible in this image."
274,FelisCatus,0.94,Felis catus,2026-07-04T13:24:39+00:00,Poa pratensis,0.07301201671361923,"[[""Poa pratensis"", 0.07301201671361923], [""Psilocybe ovoideocystidiata"", 0.0655556172132492], [""Passer domesticus"", 0.05038850009441376], [""Phyllostachys dulcis"", 0.04804162681102753], [""Veronica filiformis"", 0.037456270307302475]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,,Poales,Poaceae,Poa,"upstream 'FelisCatus' -> Felis catus, but BioCLIP's top-1 'Poa pratensis' is a different taxon (non_animal)","The image shows a bird feeder set up in the middle of an outdoor area. It's a clear day and there are no birds or other animals currently at the feeder. The ground appears to be covered with grass, and there's a fence visible in the background. There is also a small amount of snow around the base of the feeder, suggesting that it might have been taken during winter or early spring when light snowfall could occur. There are no texts or other distinguishable features present in the image."
275,FelisCatus,0.98,Felis catus,2026-07-04T13:31:52+00:00,Poecile atricapillus,0.22976228594779968,"[[""Poecile atricapillus"", 0.22976228594779968], [""Branta canadensis"", 0.11092600971460342], [""Sciurus carolinensis"", 0.08939579129219055], [""Poecile atricapilla"", 0.07646281272172928], [""Psilocybe ovoideocystidiata"", 0.044332440942525864]]",disagree,evaluable,unresolved_prediction,none,other_animal,Animalia,Aves,Passeriformes,Paridae,Poecile,"upstream 'FelisCatus' -> Felis catus, but BioCLIP's top-1 'Poecile atricapillus' is a different taxon (other_animal)","The image appears to be a still from a wildlife camera-trap system, capturing a scene in an outdoor setting. There are two birds perched on a feeder stand, which is placed centrally and slightly elevated above the ground level. To the right of the feeder, there is a black cat standing and looking towards the camera. The surroundings suggest a garden or park with grass and some sparse foliage visible. There are no texts or distinguishing marks in the image to provide additional context or information about the location or animals present."
276,SciurusCarolinensis,0.74,Sciurus carolinensis,2026-07-04T14:39:27+00:00,Eremophila weldii,0.21396316587924957,"[[""Eremophila weldii"", 0.21396316587924957], [""Veronica evenosa"", 0.12869557738304138], [""Calandrinia ciliata"", 0.03677763789892197], [""Calandrinia umbellata"", 0.035494815558195114], [""Calandrinia umbelliformis"", 0.014219667762517929]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,"upstream 'SciurusCarolinensis' -> Sciurus carolinensis, but BioCLIP's top-1 'Eremophila weldii' is a different taxon (non_animal)","The image shows a camera trap photo. There's a bird perched on one of the lower branches of the tree, and below it are two cats sitting on the ground looking up at the bird. The time stamp on the photo reads ""2:58 PM,"" suggesting that this is an evening shot. The background consists of a clear sky and a few trees. There's also a person labeled with ""0.69"" in a red square, indicating their position relative to the camera's field of view. Additionally, there are labels on the trees; one reads ""Schoolhouse,"" another says ""Columbus,"" and a third is marked as ""Cherokee."" The photo appears to be taken outdoors during dusk or dawn, given the soft lighting."
277,SciurusCarolinensis,0.92,Sciurus carolinensis,2026-07-04T14:56:10+00:00,Branta canadensis,0.08298648148775101,"[[""Branta canadensis"", 0.08298648148775101], [""Sciurus carolinensis"", 0.06783696264028549], [""Enallagma civile"", 0.05540092661976814], [""Veronica filiformis"", 0.044811930507421494], [""Poecile atricapillus"", 0.03058403916656971]]",disagree,evaluable,unresolved_prediction,none,other_animal,Animalia,Aves,Anseriformes,Anatidae,Branta,"upstream 'SciurusCarolinensis' -> Sciurus carolinensis, but BioCLIP's top-1 'Branta canadensis' is a different taxon (other_animal)","The image shows a bird feeder station with a clear view of the area around it. There are two objects in the foreground: a small black bird feeder and a larger, black metal structure which appears to be part of the feeder system. In the background, there is a patch of grass with some leaves scattered on it. The setting suggests that this is an outdoor scene, possibly taken at dusk or dawn due to the low light conditions.

In the top right corner of the image, there is overlaid text and numerical data that seem to be related to the photo's metadata: ""180310 4:56 PM"" followed by ""180310 4:56 PM"" and then ""180310 4:56 PM,"" which could indicate timestamps for when the camera-trap was activated at that location. Below this, there is a sequence of numerical data with labels such as ""Species,"" ""Date,"" ""Time,"" and ""Image Number,"" followed by the names ""Selene"" and ""Columbus_005,"" suggesting that the photo might have been taken in Selene on March 10, at 4:56 PM, and this is image number 005.

The style of the image is a screenshot from a computer program or interface, with a focus on the camera-trap setup and the data associated with it. The text and numbers are part of the interface's overlay on the photo itself."
278,CorvusCorone,0.81,Corvus corone,2026-07-04T14:57:22+00:00,Corvus tasmanicus,0.36198312044143677,"[[""Corvus tasmanicus"", 0.36198312044143677], [""Corvus coronoides"", 0.09022562205791473], [""Corvus mellori"", 0.06667569279670715], [""Corvus monedula"", 0.04817312955856323], [""Turdus merula"", 0.03616337478160858]]",disagree,evaluable,unresolved_prediction,none,same_genus,Animalia,Aves,Passeriformes,Corvidae,Corvus,"upstream 'CorvusCorone' -> Corvus corone, but BioCLIP's top-1 'Corvus tasmanicus' is a different taxon (same_genus)","The image appears to be a screenshot from a wildlife camera, showing a yard with a black cat in the foreground. The cat is positioned near some bird feeders and appears to be looking at something off-frame. There are also a few small objects that look like seeds or food scattered on the ground in front of the cat. In the background, there is a dog house structure with what seems to be a small brown dog sitting inside. The yard is enclosed by a fence, and there are no visible texts or distinguishing marks that provide additional context."
279,SciurusCarolinensis,0.77,Sciurus carolinensis,2026-07-04T14:58:55+00:00,Poecile atricapillus,0.11627664417028427,"[[""Poecile atricapillus"", 0.11627664417028427], [""Branta canadensis"", 0.06570588797330856], [""Psilocybe cyanescens"", 0.04890163987874985], [""Sciurus carolinensis"", 0.044534195214509964], [""Veronica filiformis"", 0.043547555804252625]]",disagree,evaluable,unresolved_prediction,none,other_animal,Animalia,Aves,Passeriformes,Paridae,Poecile,"upstream 'SciurusCarolinensis' -> Sciurus carolinensis, but BioCLIP's top-1 'Poecile atricapillus' is a different taxon (other_animal)","In the image, there's a bird feeder situated in the center of the lawn with grass on both sides and a metal pole supporting it. There's a black metal stand holding a white bird feeder on top. The sky is overcast, suggesting an overcast day. A green bush stands to the left of the feeder. On the right side of the image, there's a small black bird perched at the edge of the lawn. In the top right corner, there is a watermark that says ""Schulze Corderoy 77%"". The photo seems to be taken by someone who specializes in wildlife photography or monitoring."
280,ColumbaPalumbus,0.75,Columba palumbus,2026-07-04T16:30:26+00:00,Lepista personata,0.1376633644104004,"[[""Lepista personata"", 0.1376633644104004], [""Poa pratensis"", 0.0911177471280098], [""Veronica evenosa"", 0.06479913741350174], [""Lepista nuda"", 0.04188113659620285], [""Veronica salicornioides"", 0.04045778885483742]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Tricholomataceae,Lepista,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Lepista personata' is a different taxon (non_animal)","The image shows a bird feeder with three birds perched on it. The setting appears to be outdoors during daylight hours. There are two hanging bird feeders and one that is stationary. Below the feeder, there is a sign that reads ""COLD POLL 0.74,"" which might indicate the location or a specific feature related to birds or wildlife. The timestamp in the corner indicates it's around 12:00 PM, but I can't provide any information about the date or time zone without additional context. The image has an overlaid watermark with text that says ""Copyright REOLINK"" and a logo for Reolink, which suggests the brand of the camera or surveillance system used to capture this image."
281,ColumbaPalumbus,0.84,Columba palumbus,2026-07-04T16:33:02+00:00,Apus apus,0.5103482604026794,"[[""Apus apus"", 0.5103482604026794], [""Columba fasciata"", 0.06269454210996628], [""Geopelia placida"", 0.02621905319392681], [""Passer domesticus"", 0.02485387958586216], [""Geopelia cuneata"", 0.01801540143787861]]",disagree,evaluable,unresolved_prediction,none,same_class,Animalia,Aves,,Apodidae,Apus,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Apus apus' is a different taxon (same_class)","The image appears to be a still from a motion-activated wildlife camera trap. It shows an outdoor setting with a focus on birds perched in bird feeders. At least four birds are visible, each occupying one of the feeders: two on the left side, and two on the right. The bird feeders are mounted on poles and positioned at various heights to accommodate different species.

In the foreground, there is a metal pole with multiple bird feeders attached to it. The background shows a grassy area that might be a park or garden, with a fence visible beyond the area where the birds are feeding. There's also a wooden bench partially obscured by the camera trap's viewpoint.

The timestamp in the top right corner of the image reads ""05:39 4/16,"" suggesting that the photo was taken at approximately 5:39 AM on April 16th. The bottom left corner shows a date and time stamp reading ""2023-04-17 19:38:00 34 sec,"" indicating when the image was captured during the late afternoon or early evening of that date. Additionally, there's a watermark at the bottom right with the text ""GardenCam,"" which could be the name of the camera system or service used for this wildlife capture.

The overall scene is tranquil and naturalistic, capturing a moment in the life of these birds as they feed in their environment. The image has been edited to have a sepia tone effect, giving it an aged appearance."
282,ColumbaPalumbus,0.6,Columba palumbus,2026-07-04T16:34:38+00:00,Lepista personata,0.35895612835884094,"[[""Lepista personata"", 0.35895612835884094], [""Hygrocybe psittacina"", 0.0792747437953949], [""Poa pratensis"", 0.07129765301942825], [""Psilocybe subcubensis"", 0.04321741312742233], [""Veronica salicornioides"", 0.03325389325618744]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Tricholomataceae,Lepista,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Lepista personata' is a different taxon (non_animal)","The image shows a backyard scene during daylight with overcast skies. There are several birds captured in the image, which appear to be in mid-flight or landing on a structure visible in the background. The focus of the image is on these birds. In addition to the avian subjects, there's a bird feeder hanging from a pole with a few items, possibly seeds, scattered around it. On the right side of the photo, the corner of a structure that could be part of a house or fence is visible, suggesting this backyard might be urban or suburban. There are no texts or distinct features in the image that would allow for any more detailed descriptions."
283,ColumbaPalumbus,0.93,Columba palumbus,2026-07-04T16:35:11+00:00,Quercus palustris,0.21006815135478973,"[[""Quercus palustris"", 0.21006815135478973], [""Lepomis macrochirus"", 0.09378160536289215], [""Larus delawarensis"", 0.07786388695240021], [""Lepomis macrochirus"", 0.05751998722553253], [""Lophius americanus"", 0.04126023128628731]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,Magnoliopsida,Fagales,Fagaceae,Quercus,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Quercus palustris' is a different taxon (non_animal)","The image shows a bird feeder with various birds perched on it. There's an array of birds in different poses, some sitting alone while others are together. In the background, there is a grassy area and a fence, indicating that this might be taken from inside a home or enclosure looking outward. The setting suggests a peaceful residential or garden environment."
284,SciurusCarolinensis,0.89,Sciurus carolinensis,2026-07-04T16:43:02+00:00,Poa pratensis,0.08496814966201782,"[[""Poa pratensis"", 0.08496814966201782], [""Turdus migratorius"", 0.08257683366537094], [""Passer domesticus"", 0.07705159485340118], [""Branta canadensis"", 0.07609932124614716], [""Phyllostachys dulcis"", 0.06251836568117142]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,,Poales,Poaceae,Poa,"upstream 'SciurusCarolinensis' -> Sciurus carolinensis, but BioCLIP's top-1 'Poa pratensis' is a different taxon (non_animal)","The image shows a small bird feeder on the ground in the center of the frame, with a bird perched on it. Around the feeder, there's a lawn covered with fallen leaves, suggesting it might be autumn or that this is a location where birds are known to frequent. In the background, there appears to be a fence or barrier. There's also a watermark at the bottom of the image indicating ""SchurusCroce0 98%,"" which suggests the camera trap is placed by someone with that username on the Wildlife Watching platform called ""BirdWatcher"". The image is slightly blurry, but it's clear enough to identify the main elements."
